book_id,title,authors,original_publication_year,language_code,average_rating,ratings_count,title_norm,authors_norm,tags_text,n_ratings,item_text
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001,eng,3.93,50215,wild at heart: discovering the secret of a man's soul,john eldredge,to-read currently-reading christian non-fiction favorites christianity christian-living religion spiritual faith,100,wild at heart: discovering the secret of a man's soul john eldredge to-read currently-reading christian non-fiction favorites christianity christian-living religion spiritual faith
378,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",1961,en-US,4.22,178432,the phantom tollbooth,"norton juster, jules feiffer",to-read favorites fantasy currently-reading fiction childrens classics young-adult children children-s,100,"the phantom tollbooth norton juster, jules feiffer to-read favorites fantasy currently-reading fiction childrens classics young-adult children children-s"
6295,Howl and Other Poems,"Allen Ginsberg, William Carlos Williams",1956,eng,4.14,71968,howl and other poems,"allen ginsberg, william carlos williams",to-read poetry favorites classics beat fiction currently-reading owned books-i-own beat-generation,100,"howl and other poems allen ginsberg, william carlos williams to-read poetry favorites classics beat fiction currently-reading owned books-i-own beat-generation"
6419,"Plum Lovin' (Stephanie Plum, #12.5)",Janet Evanovich,2007,en-US,3.7,43643,"plum lovin' (stephanie plum, #12.5)",janet evanovich,to-read mystery janet-evanovich fiction humor stephanie-plum series chick-lit romance currently-reading,100,"plum lovin' (stephanie plum, #12.5) janet evanovich to-read mystery janet-evanovich fiction humor stephanie-plum series chick-lit romance currently-reading"
360,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,1992,en-US,3.96,72426,"mostly harmless (hitchhiker's guide to the galaxy, #5)",douglas adams,to-read science-fiction sci-fi fiction humor currently-reading fantasy owned humour favorites,100,"mostly harmless (hitchhiker's guide to the galaxy, #5) douglas adams to-read science-fiction sci-fi fiction humor currently-reading fantasy owned humour favorites"
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,1962,eng,3.94,22941,cover her face (adam dalgliesh #1),p.d. james,to-read mystery fiction currently-reading mysteries crime series british detective mystery-thriller,100,cover her face (adam dalgliesh #1) p.d. james to-read mystery fiction currently-reading mysteries crime series british detective mystery-thriller
4516,Marina,Carlos Ruiz Zafón,1999,spa,3.99,18260,marina,carlos ruiz zafón,to-read favorites currently-reading young-adult horror fiction mystery fantasy gothic books-i-own,100,marina carlos ruiz zafón to-read favorites currently-reading young-adult horror fiction mystery fantasy gothic books-i-own
3304,"City of the Beasts (Eagle and Jaguar, #1)","Isabel Allende, Margaret Sayers Peden",2002,eng,3.69,15497,"city of the beasts (eagle and jaguar, #1)","isabel allende, margaret sayers peden",to-read currently-reading fantasy young-adult fiction favorites ya adventure owned books-i-own,100,"city of the beasts (eagle and jaguar, #1) isabel allende, margaret sayers peden to-read currently-reading fantasy young-adult fiction favorites ya adventure owned books-i-own"
359,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,2002,eng,3.92,20177,"the salmon of doubt (dirk gently, #3)",douglas adams,to-read science-fiction sci-fi fantasy owned humour non-fiction fiction currently-reading favorites,100,"the salmon of doubt (dirk gently, #3) douglas adams to-read science-fiction sci-fi fantasy owned humour non-fiction fiction currently-reading favorites"
647,No Logo,Naomi Klein,1999,en-US,3.86,18792,no logo,naomi klein,to-read non-fiction politics currently-reading nonfiction economics sociology business favorites owned,100,no logo naomi klein to-read non-fiction politics currently-reading nonfiction economics sociology business favorites owned
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,1973,en-US,4.1,15306,fear and loathing on the campaign trail '72,hunter s. thompson,to-read currently-reading non-fiction politics history favorites nonfiction journalism gonzo owned,100,fear and loathing on the campaign trail '72 hunter s. thompson to-read currently-reading non-fiction politics history favorites nonfiction journalism gonzo owned
4031,Lunar Park,Bret Easton Ellis,2005,unknown,3.6,16431,lunar park,bret easton ellis,to-read fiction currently-reading horror favorites owned thriller novels contemporary american,100,lunar park bret easton ellis to-read fiction currently-reading horror favorites owned thriller novels contemporary american
424,Slouching Towards Bethlehem,Joan Didion,1968,unknown,4.24,17787,slouching towards bethlehem,joan didion,to-read currently-reading nonfiction non-fiction essays favorites memoir history short-stories classics,100,slouching towards bethlehem joan didion to-read currently-reading nonfiction non-fiction essays favorites memoir history short-stories classics
446,The Brooklyn Follies,Paul Auster,2005,eng,3.81,15635,the brooklyn follies,paul auster,to-read fiction currently-reading favorites contemporary american owned new-york novels literature,100,the brooklyn follies paul auster to-read fiction currently-reading favorites contemporary american owned new-york novels literature
5158,A Virtuous Woman,Kaye Gibbons,1989,eng,3.67,21311,a virtuous woman,kaye gibbons,to-read fiction oprah-s-book-club currently-reading oprah oprah-book-club books-i-own owned oprahs-book-club southern,100,a virtuous woman kaye gibbons to-read fiction oprah-s-book-club currently-reading oprah oprah-book-club books-i-own owned oprahs-book-club southern
2368,Mornings on Horseback,David McCullough,1981,en-US,4.1,18321,mornings on horseback,david mccullough,to-read biography currently-reading history non-fiction nonfiction american-history presidents biographies favorites,100,mornings on horseback david mccullough to-read biography currently-reading history non-fiction nonfiction american-history presidents biographies favorites
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,1999,eng,4.31,20748,"the great book of amber (the chronicles of amber, #1-10)",roger zelazny,to-read fantasy currently-reading favorites fiction owned science-fiction sci-fi sci-fi-fantasy series,100,"the great book of amber (the chronicles of amber, #1-10) roger zelazny to-read fantasy currently-reading favorites fiction owned science-fiction sci-fi sci-fi-fantasy series"
822,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,2004,en-US,4.24,17381,"the confusion (the baroque cycle, #2)",neal stephenson,to-read fiction historical-fiction currently-reading science-fiction favorites fantasy historical sci-fi history,100,"the confusion (the baroque cycle, #2) neal stephenson to-read fiction historical-fiction currently-reading science-fiction favorites fantasy historical sci-fi history"
428,Play It as It Lays,"Joan Didion, David Thomson",1970,eng,3.86,17411,play it as it lays,"joan didion, david thomson",to-read classics novels 1001-books to-buy literature contemporary time-100 owned books-i-own,100,"play it as it lays joan didion, david thomson to-read classics novels 1001-books to-buy literature contemporary time-100 owned books-i-own"
4006,The Valkyries,"Paulo Coelho, Alan R. Clarke",1988,eng,3.3,14364,the valkyries,"paulo coelho, alan r. clarke",to-read currently-reading fiction paulo-coelho owned spirituality philosophy favorites spiritual novels,100,"the valkyries paulo coelho, alan r. clarke to-read currently-reading fiction paulo-coelho owned spirituality philosophy favorites spiritual novels"
3973,"Ilium (Ilium, #1)",Dan Simmons,2003,eng,4.01,19242,"ilium (ilium, #1)",dan simmons,to-read fantasy sf favorites currently-reading science-fiction sci-fi-fantasy sci-fi space-opera books-i-own,100,"ilium (ilium, #1) dan simmons to-read fantasy sf favorites currently-reading science-fiction sci-fi-fantasy sci-fi space-opera books-i-own"
7679,The Terminal Man,Michael Crichton,1972,eng,3.34,19072,the terminal man,michael crichton,to-read fiction science-fiction sci-fi thriller michael-crichton owned currently-reading default crichton,100,the terminal man michael crichton to-read fiction science-fiction sci-fi thriller michael-crichton owned currently-reading default crichton
7973,Enchantment,Orson Scott Card,1999,unknown,3.89,21889,enchantment,orson scott card,to-read fantasy favorites fiction currently-reading fairy-tales romance sci-fi-fantasy time-travel fairy-tale,100,enchantment orson scott card to-read fantasy favorites fiction currently-reading fairy-tales romance sci-fi-fantasy time-travel fairy-tale
5872,"Regeneration (Regeneration, #1)",Pat Barker,1991,en-GB,4.03,17126,"regeneration (regeneration, #1)",pat barker,to-read historical-fiction fiction currently-reading war favorites historical wwi 1001-books ww1,100,"regeneration (regeneration, #1) pat barker to-read historical-fiction fiction currently-reading war favorites historical wwi 1001-books ww1"
3581,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,1927,eng,4.45,17950,"sherlock holmes: the complete novels and stories, volume i",arthur conan doyle,to-read currently-reading classics mystery favorites fiction owned books-i-own classic short-stories,100,"sherlock holmes: the complete novels and stories, volume i arthur conan doyle to-read currently-reading classics mystery favorites fiction owned books-i-own classic short-stories"
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,2002,eng,4.07,15647,the blank slate: the modern denial of human nature,steven pinker,to-read science psychology non-fiction philosophy currently-reading nonfiction favorites evolution sociology,100,the blank slate: the modern denial of human nature steven pinker to-read science psychology non-fiction philosophy currently-reading nonfiction favorites evolution sociology
6554,Darkness,John Saul,1991,unknown,3.92,17338,darkness,john saul,to-read horror john-saul fiction currently-reading owned mystery thriller books-i-own default,100,darkness john saul to-read horror john-saul fiction currently-reading owned mystery thriller books-i-own default
5198,Paradise,Toni Morrison,1997,eng,3.77,17524,paradise,toni morrison,to-read currently-reading fiction favorites books-i-own african-american owned classics oprah-s-book-club literature,100,paradise toni morrison to-read currently-reading fiction favorites books-i-own african-american owned classics oprah-s-book-club literature
